S.No,Type (QP-NOS /NOS/Expository),Sector,Name of the QP,QPRef.ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory (hours) for Compulsory NOSs,Practical (hours) for Compulsory NOSs,Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),GRAND TOTAL Minimum hours duration for QP,Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM,Job Roles in PMKVY CSSM (FY 2018-20),89 Curriculum/Content,CSSM MES,Available on SMART Portal,QRC Approval Date,MC Approval/Upload Date,NSQC Approval Status,DLI Status,QP Uploaded on NSDC Website,NAPS Paired & Embedded QPs,QP Retirement Planned (Yes/Tentative),Retirement Announcement Date,Retirement Not Before Date,Remarks,
1868,QP-NOS,Plumbing,Plumbing Products Sales Assistant ,PSC/Q0301,2,,,,3,,3,1,9th Class,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1869,QP-NOS,Plumbing,Wastewater system design engineer ,PSC/Q0207,8,,,,6,,6,1,Diploma / Degree in Civil Engineering,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1870,QP-NOS,Plumbing,Public health system design engineer,PSC/Q0206,8,,,,6,,6,1,Diploma / Degree in Civil Engineering (with specialization in PHE),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1871,QP-NOS,Plumbing,Bathroom and Kitchen designer,PSC/Q0204,6,,,,3,,3,1,Diploma in Civil Engineering / Degree in Architecture or Interior Designing,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1872,QP-NOS,Plumbing,Groundwater Engineer,PSC/Q0202,7,,,,3,,3,1,Diploma in Civil / Mech. Engg.,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1873,QP-NOS,Plumbing,Municipal Water and Sewage assessor,PSC/Q0203,3,,,,3,,3,1,"5th Class (To be revised to 10th post 31st December, 2017)",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1874,QP-NOS,Plumbing,Plumbing site engineer,PSC/Q0115,7,,,,10,,10,1,Degree / Diploma in Civil Engineering,,,,,,,,,,,,,,,,,,,No,,,5th Meeting,,National Occupational Standards,,,,,,
1875,QP-NOS,Plumbing,Plumbing Foreman,PSC/Q0113,5,,,,5,,5,1,"12th Class,Pass out / ITI",,,,,,,,,,,,,,,,,,,No,,,5th Meeting,,National Occupational Standards,,,,,,
1876,QP-NOS,Plumbing,Plumber (operations),PSC/Q0108,3,,,,3,,3,1,"5th Stnadard (To be revised to 10th post 31st December, 2017)",,,,,,,,,,,,,,,,,,,No,,,5th Meeting,,National Occupational Standards,,,,,,
1877,QP-NOS,Plumbing,Plumber (Pumps and E/M Mechanic),PSC/Q0111,4,,,,4,,4,1,12th Class,,,,,,,,,,,,,,,,,,,No,,,5th Meeting,,National Occupational Standards,,,,,,
1878,QP-NOS,Plumbing,Plumber (General) - II,PSC/Q0110,4,,,,5,,5,1,"8th Class (To be revised to 11th post 31st December, 2017)",278,418,696,,,,,,Yes,,,,,,,,,,No,,,5th Meeting,,National Occupational Standards,Paired QP 2,,,,,
1879,QP-NOS,Plumbing,Plumber  (Welder),PSC/Q0105,3,,,,3,,3,1,"5th Class (To be revised to 10th post 31st December, 2017)",,,,,,,,,,,,,,,,,,,No,,,5th Meeting,,National Occupational Standards,,,,,,
1880,QP-NOS,Plumbing,Plumber (Welder) Assistant,PSC/Q0103,2,,,,3,,3,1,"5th Class (To be revised to 9th post 31st December, 2017)",,,,,,,,,,,,,,,,,,,No,,,"4th Meeting, 5th Meeting",,National Occupational Standards,,,,,,
1881,QP-NOS,Plumbing,Fire Protection Systems Design Engineer,PSC/Q0205,7,,,,5,,5,1,Diploma in Civil / Mechanical Engineering,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1882,QP-NOS,Power,Technical Helper Electrical- Thermal Power Generation,PSS/Q1003,2,,,,3,,3,1,8th pass,,,,,,,,,,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1883,QP-NOS,Power,Operator Coal Handling - Thermal Power Generation,PSS/Q1004,4,,,,3,,3,1,ITI (Electrical/Mechanical),,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1884,QP-NOS,Power,Operator Ash Handling - Thermal Power Generation,PSS/Q1001,4,,,,3,,3,1,ITI (Electrical/Mechanical),,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1885,QP-NOS,Power,Operator Water treatment - Thermal Power Generation,PSS/Q1006,4,,,,3,,3,1,ITI (with 10+2 science background),,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1886,QP-NOS,Power,Technical Helper Mechanical- Thermal Power Generation,PSS/Q1005,2,,,,3,,3,1,10th pass,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1887,QP-NOS,Power,Cable Jointer Electrical Power System,PSS/Q1002,4,,,,3,,3,1,8th pass,65,135,200,,,,,,Yes,Yes,,,,Yes,,Yes,Shifted,,No,,,18th Meeting,,National Occupational Standards,,,,,,
1888,QP-NOS,Power,Tower Foundation Power Transmission,PSS/Q2004,4,,,,3,,3,1,10th Standard,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1889,QP-NOS,Power,Assistant- Tower Erection Power Transmission,PSS/Q2003,3,,,,3,,3,1,10th Standard,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1890,QP-NOS,Power,Surveyor- Transmission Line,PSS/Q2002,4,,,,3,,3,1,ITI (Civil)/ Diploma (Civil),,,,,,,,,,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1891,QP-NOS,Power,Engineer –Power Distribution,PSS/Q7001,6,,,,4,,4,1,BE/B.Tech (Electrical),120,230,350,,,,,,Yes,Yes,,,,,,,,,No,,,18th Meeting,,National Occupational Standards,Embedded QP,,,,,
1892,QP-NOS,Power,Junior Engineer (JE)-Power Distribution,PSS/Q3004,5,,,,4,,4,1,Diploma in Engineering (Electrical),120,230,350,,,,,,Yes,Yes,,,,,,,,,No,,,18th Meeting,,National Occupational Standards,Embedded QP,,,,,
1893,QP-NOS,Power,Distribution Lineman ,PSS/Q0102,4,,,,4,,4,1,8th Class (10th/ITI preferred) Standard,117,233,350,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1894,QP-NOS,Power,Technical Helper Distribution,PSS/Q0101,2,,,,6,,6,1,8th Class,52,123,175,,,,,,Yes,Yes,,,,,,,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1895,QP-NOS,Power,Senior Lineman Distribution,PSS/Q0103,5,,,,6,,6,1,8th Class,120,230,350,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1896,QP-NOS,Power,Lineman Construction-Distribution,PSS/Q0108,4,,,,4,,4,1,8th Class,58,117,175,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1897,QP-NOS,Power,Helper: Power System (Transmission),PSS/Q0104,2,,,,3,,3,1,8th Class,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1898,QP-NOS,Power,Power System Technician (Transmission),PSS/Q0105,4,,,,3,,3,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1899,QP-NOS,Power,Senior Power System Technician (Transmission),PSS/Q0106,5,,,,5,,5,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards,,,,,,
1900,QP-NOS,Power,Power Plant High Pressure Welder,PSS/Q0401,4,,,,6,,6,1,ITI (Fitter/Mechanical),120,230,350,,,,,,Yes,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1901,QP-NOS,Power,Consumer Energy Meter Technician,PSS/Q0107,3,,,,3,,3,1,8th Class,100,250,350,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1902,QP-NOS,Power,Millwright Fitter (Power Plant),PSS/Q0301,4,,,,4,,4,1,10th Class,120,230,350,,,,,,Yes,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1903,QP-NOS,Power,Pipe Fitters,PSS/Q0201,3,,,,3,,3,1,10th class pass,120,230,350,,,,,,Yes,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1904,QP-NOS,Power,Assistant-Electricity-Meter-Reader-Billing-and-Cash-Collector,PSS/Q3001,3,,,,2,,2,1,10th Class,65,135,200,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,,18th Meeting,,National Occupational Standards,,,,,,
1905,QP-NOS,Power,Assistant Technician -Street Light Installation & Maintenance,PSS/Q6003,3,,,,4,,4,1,10th Class,65,135,200,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,,18th Meeting,,National Occupational Standards,,,,,,
1906,QP-NOS,Power,Technician- Distribution Transformer Repair,PSS/Q3003,4,,,,4,,4,1,ITI in electrician trade,120,230,350,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,,20th Meeting,,National Occupational Standards,,,,,,
1907,QP-NOS,Power,"Attendant Sub-Station (66/11, 33/11 KV)- Power Distribution",PSS/Q3002,3,,,,4,,4,1,ITI in Electrician trade,120,230,350,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,,20th Meeting,,National Occupational Standards,,,,,,
1908,QP-NOS,Power,Assistant GIS Mapping Power-Distribution,PSS/Q3006,3,,,,3,,3,1,12th Class,70,130,200,,,,,,Yes,Yes,,,,Yes,,Yes,Shifted,,No,,,20th Meeting,,National Occupational Standards,,,,,,
1909,QP-NOS,Power,"Technician - Substation Erection & Commissioning (66/11, 33/11 KV) - Power Distribution",PSS/Q3007,4,,,,5,,5,1,ITI in Electrician trade,,,,,,,,,,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1910,QP-NOS,Power,Supervisor -Street Light Installation & Maintenance,PSS/Q6002,5,,,,4,,4,1,ITI (Electrical),,,,,,,,,,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
1911,QP-NOS,Power,Engineer Power Generation (Thermal)   ,PSS/Q1007,6,,,,4,,4,1,B.Tech/B.E (Electrical/Mechanical/Electronics/Communication/Instrumentation),275,275,550,,,,,,Yes,,,,,,,,,,No,17-May-17,,23rd Meeting,,National Occupational Standards,,,,,,
1912,QP-NOS,Power,Engineer- Transmission ,PSS/Q7003,6,,,,4,,4,1,B.Tech/B.E (Electrical),120,230,350,,,,,,Yes,,,,,,,,,,No,17-May-17,,23rd Meeting,,National Occupational Standards,,,,,,
1913,QP-NOS,Power,"Technician Grid  Substation Operation & Maintenance (66/11 KV, 33/11 KV )",PSS/Q2001,4,,,,5,,5,1,ITI in Electrician Trade/ 10th class with experience,120,230,350,,,,,,Yes,,,,,,,,,,No,17-May-17,,23rd Meeting,,National Occupational Standards,,,,,,
1914,QP-NOS,Power,Lineman Distribution,PSS/Q2010,4,,,,6,,6,1,10th,120,230,350,,,,,,Yes,Yes,,,,,,,,,No,25-Jul-17,,23rd Meeting,,National Occupational Standards,,,,,,
1915,QP-NOS,Power,Electrician Domestic Solutions ,PSS/Q6001,3,,,,6,,6,1,8th,150,200,350,,,,,,Yes,Yes,,,,Yes,,Yes,Shifted,,No,25-Jul-17,,20th Meeting,,National Occupational Standards,,,,,,
1916,QP-NOS,Power,Lineman Distribution (Multi-Skilled),PSS/Q2011,4,,,,7,,7,1,8th,100,200,300,,,,,,Yes,Yes,,,,,,Yes,,,No,6-Dec-17,,"19th Meeting, 23rd Meeting",,National Occupational Standards,,,,,,
1917,QP-NOS,Power,Technical Helper- Thermal Power Generation ,PSS/Q1701,4,,,,4,,4,1,8th ,120,230,350,,,,,,Yes,,,,,,,,,,,11-Feb-19,,Submitted,,Occupational Standards,,,,,,
1918,QP-NOS,Power,Technician Railway Track Electrification,PSS/Q2501,4,,,,4,,4,1,10th pass,150,200,350,,,,,,Yes,,,,,,,,,,,11-Feb-19,,23rd Meeting,,National Occupational Standards,,,,,,
1919,QP-NOS,Power,Technician - Power System Transmission,PSS/Q3401,4,,,,3,,3,1,10th pass ,70,130,200,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1920,QP-NOS,Power,Water Treatment Operator - Thermal Power Plant,PSS/Q1704,4,,,,3,,3,1,ITI (Electrical/Mechanical)/ 10+2 with Science background,70,130,200,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1921,QP-NOS,Power,Supervisor -Street Light Installation and Maintenance,PSS/Q2101,5,,,,4,,4,1,ITI,70,130,200,,,,,,Yes,,,,,,,,,,,11-Mar-19,,Submitted,,Occupational Standards,,,,,,
1922,QP-NOS,Power,Coal Handling Operator - Thermal Power Plant,PSS/Q1703,4,,,,3,,3,1,ITI (Electrical/Mechanical),70,130,200,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1923,QP-NOS,Power,Ash Handling Operator - Thermal Power Plant,PSS/Q1702,4,,,,3,,3,1,ITI (Electrical/Mechanical),70,130,200,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1924,QP-NOS,Power,Surveyor -Transmission Line  ,PSS/Q3201,4,,,,3,,3,1,ITI Diploma(civil) ,70,130,200,,,,,,Yes,,,,,,,,,,,11-Mar-19,,Submitted,,Occupational Standards,,,,,,
1925,QP-NOS,Power,Helper - Power System Transmission,PSS/Q3402,2,,,,3,,3,1,8th Standard Pass,120,230,350,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1926,QP-NOS,Power,Technician - Tower Construction (Electives: Foundation / Erection and Stringing),PSS/Q3501,4,Elective,2,"E1: Perform erection and stringing of a transmission tower, E2: Construct the foundation of a transmission tower",2,,4,1,10th Standard Pass,20,30,50,100,200,200,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1927,QP-NOS,Power,Technician - Power Substation Erection and Commissioning,PSS/Q2502,4,,,,5,,5,1,ITI in Electrician trade ,120,230,350,,,,,,Yes,,,,,,,,,,,2-May-19,,Submitted,,Occupational Standards,,,,,,
1928,QP-NOS,Power,Electrical Winder,PSS/Q4401,4,,,,5,,5,1,8th pass,140,310,450,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1929,QP-NOS,Power,Industrial Electrician,PSS/Q1705,4,,,,8,,8,1,8th pass,150,350,500,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1930,QP-NOS,Retail,Retail Cashier,RAS/Q0102,2,,,,11,,11,1,Minimum Age - 14 Years ; Preferable Qualification shall be Minimum: Graduate,100,100,200,,,,,,Yes,Yes,,,,,,,,,No,,,6th Meeting,,National Occupational Standards,,,,,,
1931,QP-NOS,Retail,Retail Sales Associate ,RAS/Q0104,4,,,,16,,16,1,10th Class,140,140,280,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,6th Meeting,WB2017-18,National Occupational Standards,,,,,,
1932,QP-NOS,Retail,Retail Store Ops Assistant,RAS/Q0101,1,,,,8,,8,1,Secondary School Grade X Passed,100,100,200,,,,,,Yes,,,,,,,,,,No,,,6th Meeting,,National Occupational Standards,,,,,,
1933,QP-NOS,Retail,Seller Activation Executive,RAS/Q0301,4,,,,7,,7,1,10th Class  Pass,140,140,280,,,,,,Yes,Yes,,,,,,Yes,,,No,,,19th Meeting,,National Occupational Standards,Embedded QP,,,,,
1934,QP-NOS,Retail,Digital Cataloguer,RAS/Q0302,4,,,,5,,5,1,"12th Class, Preferably",140,140,280,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1935,QP-NOS,Retail,Retail Trainee Associate ,RAS/Q0103,3,,,,12,,12,1,10th Class,140,140,280,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,6th Meeting,WB2017-18,National Occupational Standards,,,,,,
1936,QP-NOS,Retail,Individual Sales Professional,RAS/Q0201,4,,,,8,,8,1,"5th Class ,Preferably",140,140,280,,,,,,Yes,Yes,,,*May be added from 1-Apr-2018; 9th SC,,,Yes,Yes,,Yes,,,19th Meeting,,National Occupational Standards,,,,,,
1937,QP-NOS,Retail,Business Builder/Retailer,RAS/Q0202,5,,,,9,,9,1,"10th Class ,Preferably",175,175,350,,,,,,Yes,,,,,,Addl Ready,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1938,QP-NOS,Retail,Business Leader/Multi-outlet Retailer,RAS/Q0203,6,,,,11,,11,1,"10th Class ,Preferably",175,175,350,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1939,QP-NOS,Retail,Business Enhancer/Multichannel Retailer,RAS/Q0204,7,,,,9,,9,1,"10th Class ,Preferably",175,175,350,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1940,QP-NOS,Retail,Distributor Salesman,RAS/Q0604,4,,,,5,,5,1,10th Class,140,140,280,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,6th Meeting,WB2017-18,National Occupational Standards,Embedded QP,,,,,
1941,QP-NOS,Retail,Retail Team Leader ,RAS/Q0105,5,,,,11,,11,1,"12th Class, Preferably",175,175,350,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,6th Meeting,,Trans National Standard - Under Public View,Embedded QP,,,,,
1942,QP-NOS,Retail,Retail Departmental Manager,RAS/Q0106,6,,,,12,,12,1,Higher Secondary School Grade XI Passed,175,175,350,,,,,,Yes,Yes,,,,,,,,,No,,,6th Meeting,,National Occupational Standards,,,,,,
1943,QP-NOS,Retail,Retail Store Manager,RAS/Q0107,7,,,,8,,8,1,12th Standard Pass (Preferably),175,175,350,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,"As per 22nd NSQC, SSC to re-evaluate NSQF level.",
1944,QP-NOS,Retail,Visual Merchandiser,RAS/Q0402,5,,,,6,,6,1,12th Standard Pass,175,175,350,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1945,QP-NOS,Retail,Self-employed e-tailer,RAS/Q0205,4,,,,9,,9,1,"10th Class,Preferably ",140,140,280,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
1946,QP-NOS,Retail,Retail Associate cum Cashier,RAS/Q0108,3,,,,20,,20,1,10th Standard Pass,175,175,350,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1947,QP-NOS,Retail,Retail Sales Specialist cum Cashier,RAS/Q0109,4,,,,23,,23,1,10th Standard Pass,196,196,392,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1948,QP-NOS,Retail,Service Fulfillment Executive,RAS/Q0303,3,,,,10,,10,1,10th Standard Pass,,,,,,,,,,,,,,,,,,,,4-Mar-20,4-Mar-20,Occupational Standards,,,,,,,,
1949,QP-NOS,Rubber,Mill Operator ,RSC/Q0101,4,,,,7,,7,1,Class X,140,210,350,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
1950,QP-NOS,Rubber,Storage Assistant,RSC/Q0104,3,,,,6,,6,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1951,QP-NOS,Rubber,Material Handling and Storage Operator,RSC/Q0108,4,,,,8,,8,2,"10th Class /ITI, Preferably-18 years",140,210,350,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,Yes,2-Jul-18,,"This QP has been revised with 8 compulsory NOS & 1 Optional NOS.
The revised version is being used for PMKVY",
1952,QP-NOS,Rubber,loading and Unloading Operator,RSC/Q0109,4,,,,7,,7,1,"10th Class /ITI, Preferably-18 years",,,,,,,,,,,,,,,,,Yes,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1953,QP-NOS,Rubber,Rubber Adhesive/Cement Mixing Operator,RSC/Q0110,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1954,QP-NOS,Rubber,Mixing Supervisor,RSC/Q0111,5,,,,7,,7,1,"12th Class/Diploma/ITI/Graduate, Desirable ",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
1955,QP-NOS,Rubber,Pneumatic Tyre Moulding Operator,RSC/Q0211,4,,,,7,,7,1,10th Class,140,210,350,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,7th Meeting,,National Occupational Standards,Paired QP 2,,,,,
1956,QP-NOS,Rubber,Compression Molding Operator ,RSC/Q0205,4,,,,7,,7,1,Class X,140,210,350,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,Paired QP 2,,,,,
1957,QP-NOS,Rubber,Transfer Moulding Operator ,RSC/Q0206,4,,,,7,,7,1,"10th Class ,Preferably- 18 Years",140,210,350,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1958,QP-NOS,Rubber,Injection Molding Operator ,RSC/Q0207,4,,,,7,,7,1,Class X,140,210,350,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,Embedded QP,,,,,
1959,QP-NOS,Rubber,Autoclave Operator ,RSC/Q0210,4,,,,7,,7,1,"10th Class ,Preferably-18 Years",,,,,,,,,,,,,,,,,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1960,QP-NOS,Rubber,Bladder Assembly Operator,RSC/Q0216,4,,,,7,,7,1,"10th Class ,Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
1961,QP-NOS,Rubber,Tyre Pre Cure Preparation Operator,RSC/Q0202,4,,,,6,,6,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
1962,QP-NOS,Rubber,Tyre Post Cure Operator,RSC/Q0203,4,,,,5,,5,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1963,QP-NOS,Rubber,Bladder Curing Operator,RSC/Q0204,4,,,,7,,7,1,"10th Class ,Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1964,QP-NOS,Rubber,"Mould Inspection, Cleaning, Storage and Handling Operator",RSC/Q0212,4,,,,6,,6,1,"10th Class/ITI, Desirable – 18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1965,QP-NOS,Rubber,Moulding /Curing Supervisor,RSC/Q0213,5,,,,7,,7,1,"12th Class/Diploma/ITI/Graduate, Desirable ",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1966,QP-NOS,Rubber,Curing Chamber Operator ,RSC/Q0214,4,,,,7,,7,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1967,QP-NOS,Rubber,Mould Cleaning & Inspection Operator (Latex),RSC/Q0215,4,,,,6,,6,1,"10th Class/ITI, Prefreably- 18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1968,QP-NOS,Rubber,Lab Chemist - Incoming Raw Material Testing ,RSC/Q0312,5,,,,5,,5,1,Diploma,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
1969,QP-NOS,Rubber,Lab Chemist - Compound Testing Batch Release,RSC/Q0313,5,,,,5,,5,1,Diploma,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1970,QP-NOS,Rubber,Lab Chemist - Cured Compound Testing ,RSC/Q0314,5,,,,5,,5,1,Diploma,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1971,QP-NOS,Rubber,Lab Chemist - Finished Product Testing ,RSC/Q0315,5,,,,5,,5,1,Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1972,QP-NOS,Rubber,Lab Supervisor,RSC/Q0301,5,,,,7,,7,1,"Diploma/XII/Diploma/ITI, desirable",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
1973,QP-NOS,Rubber,Lab Chemist (Latex),RSC/Q0302,5,,,,5,,5,1,Diploma,140,210,350,,,,,,Yes,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1974,QP-NOS,Rubber,Quality Control Inspector-Statistical Process Control ,RSC/Q0416,6,,,,5,,5,1,"Graduate in Science, desirable ",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1975,QP-NOS,Rubber,Quality Control Inspector-Visual  Inspection ,RSC/Q0417,5,,,,5,,5,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1976,QP-NOS,Rubber,Quality Control Inspector-Dimension Check ,RSC/Q0418,4,,,,5,,5,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1977,QP-NOS,Rubber,QA Supervisor ,RSC/Q0401,5,,,,5,,5,1,"12th Class/Diploma/ITI/Graduate, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1978,QP-NOS,Rubber,QA Technician (Latex),RSC/Q0402,5,,,,5,,5,1,Diploma,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1979,QP-NOS,Rubber,Radial Building Operator ,RSC/Q0520,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1980,QP-NOS,Rubber,Tyre Building Operator- Commercial Vehicles ,RSC/Q0521,4,,,,7,,7,1,"10th Class ,Preferably-18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1981,QP-NOS,Rubber,Tyre Building Operator -Passenger Vehicles ,RSC/Q0519,4,,,,7,,7,1,"10th Class ,Preferably-18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
